inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,44.42031021678298,42.24873734152917,40.020815280171306,38.520815280171306,37.520815280171306,36.520815280171306,inf,inf,inf,22.692388155425117,20.192388155425117,21.071067811865476,19.071067811865476,15.949747468305834,13.449747468305834,11.949747468305834,9.949747468305834,8.449747468305834,8.0,4.5,1.5,0,1.0,2.0,6.5,7.656854249492381,10.571067811865476,12.36396103067893,16.86396103067893,22.36396103067893,22.81370849898476,20.606601717798213,22.349242404917497,27.849242404917497,32.3492424049175,34.8492424049175,36.8492424049175,39.3492424049175,42.8492424049175,45.71320343559643,49.21320343559643,54.21320343559643,56.71930009000631,56.390872965260115,56.71930009000631,inf,inf
inf,41.42031021678298,40.42031021678298,39.42031021678298,40.50609665440989,38.071067811865476,35.571067811865476,31.571067811865476,27.571067811865476,25.071067811865476,22.071067811865476,19.571067811865476,18.071067811865476,17.071067811865476,15.571067811865476,15.449747468305834,12.36396103067893,9.035533905932738,8.035533905932738,7.035533905932738,5.035533905932738,3.5,1.0,2.8284271247461903,3.8284271247461903,3.414213562373095,4.914213562373095,7.414213562373095,10.571067811865476,inf,inf,17.31370849898476,18.106601717798213,inf,inf,inf,inf,inf,inf,42.884776310850235,45.384776310850235,48.884776310850235,53.884776310850235,54.562445840513924,53.890872965260115,56.390872965260115,59.890872965260115,inf
inf,inf,inf,inf,38.00609665440989,36.50609665440989,35.31370849898476,31.81370849898476,30.727922061357855,inf,inf,inf,18.48528137423857,17.692388155425117,16.399494936611667,14.899494936611665,13.399494936611667,11.449747468305834,8.449747468305834,8.535533905932738,7.035533905932738,5.242640687119286,3.5,3.121320343559643,4.621320343559643,4.414213562373095,6.914213562373095,7.035533905932738,8.535533905932738,inf,14.48528137423857,15.98528137423857,inf,inf,inf,43.29898987322333,42.21320343559642,inf,inf,inf,45.71320343559643,48.077164466275356,50.02691193458119,51.062445840513924,54.562445840513924,56.71930009000631,59.21930009000631,inf
inf,inf,inf,inf,inf,inf,34.38477631085024,33.67766952966369,31.177669529663692,30.8492424049175,inf,inf,inf,20.192388155425117,17.071067811865476,13.571067811865476,12.071067811865476,10.571067811865476,10.949747468305834,10.571067811865476,10.035533905932738,7.035533905932738,5.949747468305834,5.621320343559643,7.121320343559643,inf,inf,8.035533905932738,9.15685424949238,11.65685424949238,15.15685424949238,15.899494936611665,inf,inf,inf,40.79898987322333,42.29898987322333,inf,inf,inf,43.16295090390226,45.077164466275356,46.81980515339464,50.73401871576774,53.890872965260115,56.890872965260115,60.890872965260115,inf
inf,inf,inf,38.627416997969526,36.88477631085024,34.38477631085024,32.88477631085024,33.2634559672906,30.3492424049175,28.3492424049175,26.8492424049175,23.8492424049175,21.642135623730955,20.48528137423857,16.48528137423857,13.485281374238571,13.399494936611665,13.571067811865476,13.399494936611665,13.692388155425117,10.535533905932738,8.035533905932738,7.949747468305834,9.121320343559642,8.449747468305834,9.449747468305834,inf,inf,inf,inf,14.48528137423857,15.98528137423857,18.985281374238568,inf,inf,38.79898987322333,inf,inf,inf,38.21320343559642,40.71320343559642,42.577164466275356,45.077164466275356,49.077164466275356,54.577164466275356,60.254833995939045,60.49137802864845,inf
inf,44.298989873223334,41.798989873223334,38.298989873223334,35.798989873223334,35.2634559672906,32.7634559672906,30.763455967290597,29.263455967290597,29.142135623730955,27.813708498984763,23.313708498984763,20.313708498984763,18.813708498984763,16.313708498984763,inf,inf,inf,inf,13.15685424949238,10.15685424949238,9.035533905932738,10.449747468305834,9.86396103067893,9.449747468305834,10.571067811865476,12.278174593052023,15.778174593052023,20.606601717798213,16.606601717798213,16.485281374238568,18.020815280171306,inf,23.22792206135785,inf,36.79898987322333,inf,38.29898987322333,36.79898987322333,37.92031021678297,39.748737341529164,41.45584412271571,46.95584412271571,52.14823227814083,54.37005768508881,57.526911934581186,55.49137802864845,inf
inf,43.83452377915607,42.33452377915607,39.33452377915607,38.798989873223334,36.88477631085024,32.88477631085024,32.7634559672906,29.642135623730955,27.142135623730955,25.642135623730955,23.142135623730955,21.642135623730955,19.142135623730955,18.813708498984763,inf,inf,inf,inf,12.98528137423857,11.863961030678928,11.535533905932738,11.15685424949238,12.36396103067893,10.449747468305834,10.86396103067893,12.36396103067893,14.86396103067893,18.72792206135786,18.606601717798213,18.485281374238568,19.985281374238568,22.485281374238568,25.985281374238568,inf,34.79898987322333,inf,34.79898987322333,35.79898987322333,36.92031021678297,37.92031021678297,39.92031021678297,44.42031021678297,49.42031021678297,51.16295090390226,53.11269837220809,52.99137802864845,inf
inf,46.83452377915607,45.662950903902264,41.162950903902264,40.077164466275356,37.127416997969526,34.47056274847715,32.47056274847715,29.970562748477146,29.642135623730955,26.677669529663692,inf,inf,inf,inf,inf,inf,inf,15.81370849898476,15.48528137423857,15.363961030678928,13.98528137423857,12.65685424949238,11.86396103067893,11.949747468305834,12.36396103067893,13.69238815542512,14.485281374238571,inf,inf,19.985281374238568,21.31370849898476,24.22792206135785,25.31370849898476,inf,inf,31.97056274847714,inf,34.79898987322333,35.79898987322333,37.29898987322333,39.29898987322333,43.29898987322333,46.3700576850888,48.16295090390226,50.16295090390226,52.66295090390226,inf
inf,47.198484809835,44.698484809835,41.33452377915607,38.33452377915607,35.83452377915607,33.83452377915607,33.298989873223334,30.798989873223334,28.798989873223334,28.177669529663692,28.798989873223334,29.798989873223334,inf,inf,inf,inf,inf,17.31370849898476,17.606601717798213,16.106601717798213,15.278174593052025,13.278174593052025,13.36396103067893,14.449747468305834,inf,inf,inf,16.606601717798213,19.106601717798213,22.606601717798213,22.81370849898476,inf,26.31370849898476,inf,30.556349186104043,inf,33.384776310850235,34.884776310850235,36.884776310850235,37.92031021678297,40.42031021678297,42.12741699796952,44.62741699796952,48.62741699796952,50.99137802864845,54.99137802864845,inf
inf,50.355339059327385,45.162950903902264,41.162950903902264,40.077164466275356,36.92031021678298,33.92031021678298,32.42031021678298,30.920310216782976,30.798989873223334,29.177669529663692,29.591883092036788,30.21320343559643,31.71320343559643,34.21320343559643,inf,inf,20.14213562373095,20.31370849898476,18.227922061357855,18.106601717798213,16.778174593052025,14.278174593052025,15.36396103067893,16.899494936611667,17.278174593052025,18.778174593052025,20.14213562373095,19.606601717798213,19.435028842544405,inf,inf,27.056349186104043,inf,28.4350288425444,30.4350288425444,inf,34.384776310850235,35.50609665440988,38.00609665440988,40.92031021678297,42.8700576850888,inf,inf,inf,inf,inf,inf
inf,47.198484809835,44.698484809835,41.33452377915607,38.33452377915607,35.83452377915607,33.83452377915607,35.92031021678298,32.92031021678298,32.00609665440988,31.677669529663692,31.091883092036788,32.21320343559643,33.748737341529164,37.37005768508881,inf,inf,inf,inf,inf,inf,inf,15.778174593052025,17.106601717798217,19.606601717798213,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,37.384776310850235,36.50609665440988,38.33452377915607,40.83452377915607,44.33452377915607,inf,55.683766184073576,53.02691193458119,52.855339059327385,55.355339059327385,inf
inf,47.87005768508881,44.37005768508881,41.87005768508881,39.95584412271572,35.95584412271572,35.83452377915607,37.162950903902264,37.92031021678298,37.50609665440988,38.17766952966369,34.09188309203679,33.92031021678298,35.748737341529164,inf,33.81370849898477,30.813708498984763,28.313708498984763,26.313708498984763,24.813708498984763,22.313708498984763,19.313708498984763,18.778174593052025,17.899494936611667,19.899494936611667,21.435028842544405,23.142135623730955,26.642135623730955,28.798989873223334,30.298989873223334,32.71320343559643,inf,inf,41.077164466275356,inf,43.33452377915607,40.83452377915607,39.33452377915607,39.50609665440988,39.33452377915607,41.162950903902264,44.662950903902264,inf,52.76955262170048,50.02691193458119,51.355339059327385,53.56244584051393,inf
inf,47.90559159102155,45.40559159102155,43.698484809835,40.198484809835,38.45584412271572,39.83452377915607,39.37005768508881,41.87005768508881,40.127416997969526,37.627416997969526,38.59188309203679,35.92031021678298,37.45584412271572,37.64213562373095,33.64213562373095,32.55634918610405,29.8492424049175,27.642135623730955,26.55634918610405,24.263455967290597,22.313708498984763,22.14213562373095,19.399494936611667,19.313708498984763,20.313708498984763,23.313708498984763,26.677669529663692,28.177669529663692,29.177669529663692,inf,36.95584412271571,38.95584412271571,inf,42.49137802864845,inf,42.162950903902264,41.83452377915607,41.45584412271572,inf,41.45584412271572,inf,inf,49.6126983722081,48.52691193458119,50.02691193458119,54.02691193458119,inf
inf,49.64823227814083,48.491378028648455,44.491378028648455,41.991378028648455,41.45584412271572,43.40559159102155,42.37005768508881,43.74873734152917,39.74873734152917,39.627416997969526,40.162950903902264,37.92031021678298,39.45584412271572,37.884776310850235,inf,inf,inf,inf,28.50609665440988,26.55634918610405,25.22792206135786,22.22792206135786,20.72792206135786,21.313708498984763,24.813708498984763,24.55634918610405,30.05634918610405,30.177669529663692,31.677669529663692,33.42031021678298,36.92031021678298,39.42031021678298,inf,43.49137802864845,inf,inf,42.87005768508881,inf,42.87005768508881,inf,43.57716446627536,inf,47.1126983722081,48.6126983722081,51.1126983722081,56.1126983722081,inf
inf,49.491378028648455,47.991378028648455,45.491378028648455,43.491378028648455,43.95584412271572,45.698484809835,44.07716446627536,42.57716446627536,42.74873734152917,42.127416997969526,41.42031021678298,39.42031021678298,40.74873734152917,41.884776310850235,40.12741699796952,37.62741699796952,33.62741699796952,30.627416997969522,31.50609665440988,28.05634918610405,25.05634918610405,23.55634918610405,21.72792206135786,22.8492424049175,inf,inf,29.506096654409884,32.00609665440989,35.127416997969526,35.92031021678298,38.42031021678298,41.162950903902264,inf,44.99137802864845,46.31980515339464,46.40559159102155,inf,inf,inf,inf,inf,45.69848480983501,inf,49.234018715767746,51.734018715767746,55.234018715767746,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
